Date,Close,Open,High,Low,Change
2011-05-26,81.14,82.03,82.04,81.09,-0.0109
2011-05-27,80.8,81.14,81.29,80.71,-0.0042
2011-05-30,80.87,80.87,81.02,80.77,0.0009
2011-05-31,81.36,80.87,81.77,80.71,0.006
2011-06-01,80.94,81.36,81.5,80.68,-0.0051
2011-06-02,80.89,80.94,81.32,80.57,-0.0007000000000000001
2011-06-03,80.27,80.89,80.89,80.06,-0.0076
2011-06-06,80.12,80.23,80.4,79.98,-0.0019
2011-06-07,80.19,80.12,80.33,79.99,0.0009
2011-06-08,79.87,80.19,80.21,79.7,-0.0039000000000000003
2011-06-09,80.36,79.87,80.46,79.84,0.006
2011-06-10,80.33,80.36,80.4,79.97,-0.0003
2011-06-13,80.2,80.36,80.69,80.09,-0.0016
2011-06-14,80.51,80.2,80.65,80.11,0.0039000000000000003
2011-06-15,80.85,80.51,81.06,80.39,0.0042
2011-06-16,80.58,80.85,81.03,80.49,-0.0033
2011-06-17,80.05,80.58,80.68,80.01,-0.0067
2011-06-20,80.21,80.17,80.36,80.03,0.002
2011-06-21,80.25,80.21,80.33,80.06,0.0005
2011-06-22,80.37,80.25,80.42,80.02,0.0015
2011-06-23,80.5,80.37,80.79,80.34,0.0015
2011-06-24,80.43,80.5,80.61,80.13,-0.0008
2011-06-27,80.77,80.47,80.98,80.47,0.0040999999999999995
2011-06-28,81.05,80.77,81.27,80.66,0.0036
2011-06-29,80.75,81.05,81.19,80.58,-0.0038
2011-06-30,80.71,80.75,80.86,80.27,-0.0005
2011-07-01,80.83,80.71,81.14,80.56,0.0016
2011-07-04,80.79,80.83,80.87,80.54,-0.0006
2011-07-05,81.08,80.79,81.19,80.79,0.0036
2011-07-06,80.88,81.08,81.1,80.77,-0.0025
2011-07-07,81.27,80.88,81.41,80.8,0.0048
2011-07-08,80.64,81.27,81.48,80.51,-0.0077
2011-07-11,80.34,80.68,80.83,80.11,-0.0037
2011-07-12,79.46,80.34,80.36,78.49,-0.0111
2011-07-13,78.86,79.46,79.57,78.66,-0.0075
2011-07-14,79.01,78.86,79.6,78.47,0.0018
2011-07-15,79.14,79.01,79.28,78.99,0.0016
2011-07-18,79.04,79.07,79.18,78.95,-0.0011
2011-07-19,79.18,79.04,79.28,78.82,0.0017000000000000001
2011-07-20,78.82,79.18,79.32,78.71,-0.0046
2011-07-21,78.56,78.82,79.02,78.23,-0.0033
2011-07-22,78.54,78.56,78.72,78.29,-0.0002
2011-07-25,78.31,78.39,78.55,78.06,-0.003
2011-07-26,77.99,78.31,78.56,77.83,-0.004
2011-07-27,77.94,77.99,78.17,77.58,-0.0007000000000000001
2011-07-28,77.83,77.94,78.03,77.63,-0.0015
2011-07-29,76.76,77.83,77.87,76.74,-0.0137
2011-08-01,77.57,77.35,78.04,76.31,0.0105
2011-08-02,77.3,77.57,77.78,76.96,-0.0034999999999999996
2011-08-03,77.14,77.3,77.38,76.79,-0.0021
2011-08-04,79.08,77.14,80.24,77.01,0.025099999999999997
2011-08-05,78.47,79.08,79.41,78.33,-0.0077
2011-08-08,77.68,78.25,78.34,77.5,-0.0101
2011-08-09,77.14,77.68,77.71,76.71,-0.0068000000000000005
2011-08-10,76.82,77.14,77.15,76.36,-0.0042
2011-08-11,76.94,76.82,77.22,76.31,0.0016
2011-08-12,76.68,76.94,77.02,76.52,-0.0033
2011-08-15,76.82,76.87,77.08,76.59,0.0017000000000000001
2011-08-16,76.74,76.82,76.93,76.65,-0.001
2011-08-17,76.62,76.74,76.8,76.41,-0.0016
2011-08-18,76.64,76.62,76.71,76.45,0.0002
2011-08-19,76.55,76.64,76.97,75.97,-0.0012
2011-08-22,76.93,76.85,77.19,76.56,0.005
2011-08-23,76.66,76.93,76.93,76.47,-0.0034999999999999996
2011-08-24,77.02,76.66,77.08,76.48,0.0048
2011-08-25,77.4,77.02,77.7,76.84,0.005
2011-08-26,76.67,77.4,77.46,76.5,-0.0095
2011-08-29,76.95,76.76,77.02,76.58,0.0037
2011-08-30,76.72,76.95,76.95,76.62,-0.0029
2011-08-31,76.76,76.72,76.84,76.43,0.0005
2011-09-01,76.89,76.76,77.24,76.71,0.0016
2011-09-02,76.81,76.89,76.97,76.55,-0.001
2011-09-05,76.93,76.85,76.98,76.69,0.0016
2011-09-06,77.53,76.93,77.73,76.72,0.0078000000000000005
2011-09-07,77.35,77.53,77.55,77.08,-0.0023
2011-09-08,77.56,77.35,77.6,77.14,0.0027
2011-09-09,77.59,77.56,77.86,77.1,0.0003
2011-09-12,77.19,77.47,77.59,76.76,-0.0051
2011-09-13,76.95,77.19,77.25,76.81,-0.0032
2011-09-14,76.72,76.95,77.06,76.6,-0.0029
2011-09-15,76.72,76.72,77.3,76.56,0.0
2011-09-16,76.8,76.72,76.97,76.68,0.001
2011-09-19,76.68,76.96,76.98,76.33,-0.0015
2011-09-20,76.4,76.68,76.76,76.36,-0.0037
2011-09-21,76.63,76.4,76.74,76.12,0.003
2011-09-22,76.26,76.63,76.93,76.11,-0.0048
2011-09-23,76.6,76.26,76.89,76.15,0.0044
